id,title,companyName,listingDate,locations,salaryLabel,teaser
84953165,Programmer / Analyst Programmer,Global Smart Development Limited,2025-06-16T10:06:55Z,"Lai Chi Kok, Sham Shui Po District",,"Perform programming and testing following system development life cycle methodology.
"
84979163,Data & Market Research Clerk (Part-Time),Comasia Limited,2025-06-17T07:17:36Z,Kwun Tong District,,"
Responsibilites:

  Research and compile data related to the specific tradeshows that are organized by the company
  Research and identify new..."
85352016,"Manager/ Senior Manager, Underwriting",China BOCOM Insurance Company Limited,2025-07-02T01:51:42Z,Central and Western District,,"5 days work week,
Double pay, Performance bonus
Attractive benefit packages"
85269930,Business Development Coordinator (Research & analysis focus),Messe Frankfurt (HK) Ltd,2025-06-30T10:55:09Z,"Wan Chai, Wan Chai District",,"Responsibilities:


 Assist the manager to compile market information, new business opportunities, statistical data, economic trends..."
85374438,Senior Business Control Officer/ Assistant Business Control Manager - FP&A,Uni-China Group,2025-07-02T08:53:00Z,"Tsim Sha Tsui, Yau Tsim Mong District",,"FP&A
Assist to prepare daily sales report, forecast sales target, budget planning and monthly end Report"
84933156,"Business Analyst Trainee  (5-day work, 15-20K) (IANG/Fresh Graduate Welcomed)",Fran & Wen Profit,2025-06-16T01:03:22Z,"Kwun Tong, Kwun Tong District","$17,000 – $19,999 per month","
A well leading financial institution in Hong Kong, we are looking for a pro-active and self-motivated professional to fill the following..."
85163714,Data Migration Analyst,Dairy Farm International Holdings,2025-06-25T06:31:57Z,"Quarry Bay, Eastern District",,Ensure data extraction completeness and correctness as required for the planned data migration cycles.
85231826,System Engineer - Database Administration (REF: ATECM),ATAL Engineering Group,2025-06-27T10:40:29Z,"Kwai Chung, Kwai Tsing District",,"We provide total solution for smart building technologies, includes energy optimization, intelligent control & automation, security & ELV, ICT & IoT."
85220368,Data Engineer,The Hong Kong Jockey Club,2025-06-27T03:36:21Z,"Sha Tin, Sha Tin District",,Drive insights and optimize outcomes by building ML models and data pipelines for improved data services.
84909789,Data Lead / Senior Data Analyst,Bayou Technology Services Limited,2025-06-14T02:27:04Z,Hong Kong SAR,"$70,000 – $100,000 per month","Lead a team to implement data intelligence, big data & AI projects"
84936609,Senior Data Analyst,Bupa,2025-06-16T02:37:30Z,"Ngau Tau Kok, Kwun Tong District",,Senior Data Analyst at Bupa.
84890408,LLM Engineer (Data and Optimization),"TCL Corporate Research (Hong Kong) Co., Limited",2025-06-13T02:27:31Z,"Science Park, Tai Po District",,This position offers the opportunity to work on innovative projects and contribute to the development of advanced AI solutions
85064210,Business Analyst - Commercial Insight & Analytics,AS Watson Group,2025-06-20T07:59:57Z,"Whampoa Garden, Kowloon City District",,"Tasked with data collection & requirement gathering, business & market data analysis and insights"
85218215,"Assistant Manager, Service Management",CIGNA Insurance,2025-06-27T02:34:54Z,Kwun Tong District,,"The incumbent role will manage the resolutions of a wide range of regulatory/customer complaints, market conduct disputes."
85362657,"Data Engineer (insurance, about 54000/month)",Leadership Solutions Limited,2025-07-02T03:53:39Z,Hong Kong SAR,"$45,000 – $54,000 per month","A data engineer with Azure, Oracle Fusion integration, data models"
85220395,Digital Business & Strategy Officer (Long-term Travel),Valuable Capital Limited,2025-06-27T03:37:27Z,"Sheung Wan, Central and Western District",,The Digital Business and Strategy Department is responsible for driving the digitalization of the Company’s global online brokerage business.
85185788,Data Center Engineer,Computacenter,2025-06-26T03:11:51Z,Tsuen Wan District,"$25,000 – $30,000 per month",Apply today for a work opportunity in a dynamic team in a multinational financial institution and a fulfilling career & development.
85154091,"Data Analytics Intern - AI, LLM (Jul-Dec 2025)",AXA,2025-06-25T02:48:53Z,"Wong Chuk Hang, Southern District",,Not Applicable
84980751,(Assistant) Security Analyst,CITIC Telecom CPC,2025-06-17T08:06:48Z,"Kwun Tong, Kwun Tong District",,"Embark on a captivating role as a Security Analyst: Investigate incidents, fine-tune SIEM rules, and engage seamlessly with clients."
84648774,CRM System Analyst,AS Watson Group,2025-07-02T10:28:44Z,"Whampoa Garden, Kowloon City District",,"You'll support CRM for our loyalty rewards, profiles, and campaigns, as well as marketing tech and system integrations for better O+O experience."
84382109,Senior Data Analyst,Kerry Properties Limited,2025-06-11T02:20:46Z,"Quarry Bay, Eastern District",,"Join as a Senior Data Analyst to design, develop and maintain impactful dashboards and reports, while supporting and training business users."
85420829,Data Solution Architect,Ambition Recruitment,2025-07-03T02:39:39Z,Central and Western District,Negotiable,Our client is looking for a data solution architect
84020827,Application Analyst (REF: IT/AA),ATAL Engineering Group,2025-07-02T09:22:32Z,"Kwai Hing, Kwai Tsing District",,"User setup and health checks on application status.
Assist in System Integration Testing (SIT) and User Acceptance Testing (UAT)"
85103615,Research Assistant,,2025-06-23T07:40:41Z,"Lai Chi Kok, Sham Shui Po District",,"The Research Assistant supports the team by conducting literature reviews, collecting and analyzing data, and assisting in report preparation. "
85181897,Urban - Analyst,,2025-06-26T01:32:03Z,Wan Chai District,,"Familiar with different kinds of spatial data processing, calculation and analysis in GIS"
84650401,Junior Financial Consultant(Welcome Fresh-Grad/IANG),Manulife,2025-06-03T02:59:39Z,"Kwun Tong, Kwun Tong District",,"Requirements:
Recent Graduate and IANG also considered.  
Interested in wealth management and financial planning.

we...."
85057102,Assistant Business Analyst,Daniel & Co,2025-06-20T04:42:35Z,"Tsing Yi, Kwai Tsing District",,Degree holders in any disciplines with at least 1-2 years analytical working experience is preferred
84832873,Data Center Operator,Orient Overseas Container Line,2025-06-11T02:57:30Z,"Science Park, Tai Po District",," Provide daily operational support in data centers
 Monitor all network, system and application closely"
84843626,System Analyst,Jebsen & Co Ltd,2025-06-11T07:37:55Z,Hong Kong Island,,"The System Analyst is responsible for the overall health, performance, and continuous improvement of critical enterprise systems like ERP & WMS. "
84079116,System Analyst - PMS,Swire Properties,2025-07-02T07:03:53Z,"Quarry Bay, Eastern District",,"About our role

We are now looking for a talented Senior System Analyst to be part of our dynamic team based at our headquarters in One Island..."
84907797,Consultant / Senior Consultant - ESG & Sustainability,Environmental Consultants,2025-06-13T09:43:24Z,Wan Chai District,,Allied Environmental Consultants Ltd. (AEC) principally engaged in green building; environmental assessment; ESG and acoustics consultancy services. 
84861235,Solution Consultant（HK),,2025-06-13T06:42:25Z,Hong Kong Island,"$30,000 – $35,000 per month",Design and implement customized ERP solutions meeting client needs. Support implementation for successful deployment.
85013443,(Sr.) PMO Analyst,Lalamove,2025-06-18T09:59:59Z,"Kowloon Tong, Kowloon City District",,An exciting opportunity to work along our world-class Product and Engineering team to steer high growth products and scale up our application globally
84648610,"Associate Specialist, Sales System Development",Hong Kong Disneyland Resort,2025-06-03T02:06:44Z,"Lantau Island, Islands District",,"The Asso. Specialist, Sales System Development will be supporting the Sales & DM organization in terms of systems and technology tools."
85425339,Insurance - IT Business Analyst (admin system transformation project) ($30K up),ManpowerGroup,2025-07-03T04:12:55Z,"Kwun Tong, Kwun Tong District",,"Our client - Global financial company, is now looking for Senior Business Analyst join within their team."
84932344,"(Senior) Digital Marketing Executive, B2B MICE Exhibitions",Informa Markets,2025-06-16T00:37:51Z,"Wan Chai, Wan Chai District",,"Plan & execute digital marketing activities, measure performance of digital marketing campaigns, identify trends & insights for products/services. "
85099322,Analyst Programmer,Continuous Technologies International Ltd,2025-06-23T05:59:03Z,"Quarry Bay, Eastern District",,"
Responsibilities



 Participate in system development, testing and implementation
 Provide ongoing support and maintenance
..."
85223200,Production Support (Business Analyst),NP Solution Limited,2025-06-27T05:13:45Z,"Whampoa Garden, Kowloon City District",,"Ensure smooth daily eCommerce IT operations systems across HK & region, boost profits, and align with operations teams for timely, quality execution."
84903755,Applied Research Engineer – LLM,,2025-06-13T07:39:20Z,Hong Kong Island,"$35,000 – $50,000 per month",Come join us to build the revolutionary ai agent. Let's ride the wave and soar the wind.
84902257,Deputy/ Credit Risk Manager (Portfolio Management),Bank of China (Hong Kong),2025-06-13T07:02:22Z,Hong Kong SAR,,"Bank of China (Hong Kong) is committed to building a challenging and rewarding work place for employees.
"
84676988,"Business Consultant, Full-Time/Intern",AIA,2025-06-04T01:29:39Z,"Causeway Bay, Wan Chai District","$30,000 – $45,000 per month","If you believe in inspiring a better future, we'd love to hear from you."
84694776,Marketing Executive,NW Group International,2025-06-04T09:33:07Z,Sha Tin District,"$17,000 – $19,999 per month","
Company Brief Introduction:

 We focus on selling fresh goods, healthy snacks, and nutrition products
 We promote and educate fitness and..."
84937066,Statistical Analyst,,2025-06-16T02:50:11Z,Sha Tin District,,"
Description:

 Provide support in clinical trial sample size calculations, data cleaning and analysis.
 Production of graphs, charts, and..."
85432560,"Technical Consultant, AWS",Ingram Micro,2025-07-03T07:14:31Z,"Kowloon Bay, Kwun Tong District",,"Provides expert guidance and solutions to partners in the implementation, optimization, management of AWS cloud solutions and assess technical needs."
85204051,Sustainability Analyst/ Sustainability Analyst Assistant,CHFT Advisory and Appraisal Limited,2025-06-26T10:27:57Z,"Central, Central and Western District",,"Key roles and responsibilities of our and Sustainability Analyst:

 Prepare parts of Environmental, Social and Governance Report ('ESG')..."
85244050,Data Scientist,JFE Consulting Limited,2025-06-29T00:35:57Z,"Central, Central and Western District",,Our client is a well-established IT Services Provider and now looking for an experienced Data Scientist to join their IT service team.
84470466,Demand Planner,Reckitt,2025-05-26T04:19:53Z,"Causeway Bay, Wan Chai District",,"Providing demand analysis and managing replenishment, this role acts as the centre of operation for all Supply related matters. "
85267508,(Senior) CRM Executive | Retail Loyalty | CRM Campaigns,Vita Green,2025-06-30T08:56:50Z,"Tsim Sha Tsui, Yau Tsim Mong District",,"As the Senior CRM Executive at VG, you will play a pivotal role in managing and optimizing loyalty programs, CRM systems, and VIP reward programs."
85049384,Summer Intern (STEM Internship Scheme),Avnet Asia,2025-06-20T01:00:15Z,Kwai Tsing District,"$11,490 per month",RPA and Business Analytics in Logistics Operations
85244038,Associate Data Scientist,JFE Consulting Limited,2025-06-29T00:33:32Z,"Central, Central and Western District",,"Monitor data science product performance to ensure the delivery of expected business value, and initiate necessary corrective actions"
84927394,具身智能大模型算法工程师/实习生 (J26422),,2025-06-15T10:15:56Z,"Science Park, Tai Po District",,招商局先进技术研究院有限公司是招商局集团打造的前瞻性、开放式、战略性科技创新研发平台，由招商创科进行统筹管理。先进院聚焦绿色科技、生命科技和数智科技三大领域的重大前沿技术，具备前沿科技跟踪、关键技术研发、创新成果转化以及技术人才合作等四大功能。力争建设成为特色鲜明、具有区域影响力的企业中央研究院。
85359308,"Analyst, Finance",China Everbright Securities International Company Limited,2025-07-02T02:38:32Z,"Causeway Bay, Wan Chai District",,"Ref: Analyst/Fin/020725DB/27  
- Handle daily accounting works, including payment instructions & checking, accounts payable, data input, etc."
84889677,Project Executive (IT),Smarthire by SEEK,2025-07-02T07:58:35Z,Tsuen Wan District,"$18,000 – $22,000 per month","Our client ""OmniWe Limited"" is seeking a Project Executive (IT) to join their team!"
84944045,"Sr Finance Analyst, North Asia (Project Accounting Focused, HK$35k)",CBRE,2025-06-16T05:56:04Z,"Ngau Tau Kok, Kwun Tong District","$30,000 – $35,000 per month","In this role, you will gain regional exposure to the finance and accounting operations for a fast-expanding data center project business portfolio."
85132831,Data Analyst - Banking - Finance,McCabe International Limited,2025-06-24T07:11:49Z,"Mong Kok, Yau Tsim Mong District",,Our client is a multinational bank are looking for a motivated and detail-oriented Data Analyst to support their Business Finance Department.
84650471,"Business Consultant, Full-Time/Intern",AIA,2025-06-03T03:01:47Z,"Causeway Bay, Wan Chai District","$30,000 – $45,000 per month","If you believe in inspiring a better future, we'd love to hear from you."
84663081,Assistant IT Engineer,Lenovo PCCW Solutions,2025-06-03T08:59:20Z,"Tai Kok Tsui, Yau Tsim Mong District",,Transforming the legacy systems through the latest digital solution on agile architecture to support the next generation of CRM & Billing systems.
84748849,"Associate Director, Architecture (Data)",Sun Life,2025-06-06T06:59:49Z,"Hung Hom, Kowloon City District",,We are looking for a proactive candidate to join our team.
85217121,"System Analyst (Application Systems), The Chinese Medicine Hospital of Hong Kong",Hong Kong Baptist University,2025-06-27T02:00:53Z,"Kowloon Tong, Kowloon City District",,The initial appointment will be offered on a fixed-term contract ending in December 2025.
84970855,Senior Analyst,AVISTA Group,2025-06-17T04:17:31Z,"Wan Chai, Wan Chai District",,Big4 Audit team is welcome!
85201139,Research Executive (Project),Tiptop Consultants Pte Ltd,2025-06-26T08:53:16Z,"Lai Chi Kok, Sham Shui Po District",,"Join us and be part of cutting-edge projects!  You'll coordinate research projects, ensuring seamless execution and providing insights to our clients."
85361444,Data Centre Operator (Fresh Graduates are welcome),Eternity Consultants (HK) Ltd,2025-07-02T03:29:18Z,"Kwun Tong, Kwun Tong District",,"3-4 working days per week, Year End Bonus, Medical Insurance, Dental Insurance, 15 days annual leave etc"
84752506,International Services Executive (Carrier Business),Hutchison Telecommunications,2025-06-06T09:30:42Z,"Tsing Yi, Kwai Tsing District",,"Being a well customer servicing, liaise of related documents, detail-minded and energetic.  Nice to good communication & presentation skill. "
85025848,"Business Consultant, Full-Time/Intern",AIA,2025-06-19T02:44:06Z,"Causeway Bay, Wan Chai District","$30,000 – $45,000 per month","If you believe in inspiring a better future, we'd love to hear from you."
85388724,Operations Process Associate,Hongkong International Terminals Limited,2025-07-03T00:29:05Z,"Kwai Chung, Kwai Tsing District",,"Work closely with users in the Company to collect user requirements, assist to recommend solutions on terminal operating system improvements projects"
84723104,Operations Analyst,bpost Hong Kong Limited,2025-06-06T09:56:12Z,Kwai Tsing District,,"analytical reports, support Operations and Sales team, review logistics performance and prepare analytical reports"
84693143,Senior Betting Systems Implementation Officer (UAT Tester),Smarthire by SEEK,2025-07-02T07:58:58Z,"Fo Tan, Sha Tin District",,"Our client ""The Hong Kong Jockey Club"" is seeking a Senior Betting Systems Implementation Officer to join their team!"
85225276,Finance SAP Solution Architect Manager,Swire Coca-Cola,2025-06-27T06:24:09Z,Eastern District,,Swire Coca-Cola is looking for an experienced and driven candidate to take up the Finance Solution Architect Manager role.
84894252,"Intern, Business Intelligence",Asia Football Marketing Limited,2025-06-13T03:53:55Z,"Quarry Bay, Eastern District",,We are looking for a passionate intern with career aspirations of working in a sports or entertainment sales and marketing environment.
85068624,Senior Finance and Trading Analyst,Golday Financial Group Limited,2025-06-20T10:01:30Z,"Tsim Sha Tsui, Yau Tsim Mong District",,-
84749345,Actuarial Manager,Sun Life,2025-06-06T07:14:33Z,"Hung Hom, Kowloon City District",,We are looking for a proactive candidate to join our team.
84926310,AI系统研究员/实习生,,2025-06-15T07:43:13Z,"Science Park, Tai Po District",,招商局先进技术研究院有限公司是招商局集团打造的前瞻性、开放式、战略性科技创新研发平台，由招商创科进行统筹管理。先进院聚焦绿色科技、生命科技和数智科技三大领域的重大前沿技术，具备前沿科技跟踪、关键技术研发、创新成果转化以及技术人才合作等四大功能。力争建设成为特色鲜明、具有区域影响力的企业中央研究院。
84844270,System Analyst (Database),DXC Technology,2025-06-11T07:57:07Z,"Tai Koo, Eastern District",,"System Analyst (Database)
"
84676944,"Associate, Data Analytics",Hong Kong Exchanges and Clearing,2025-06-04T01:29:00Z,Hong Kong SAR,,HKEX is committed as an Equal Opportunity Employer.
84973044,"Assistant Manager / Senior Officer, Data Analytics",Hays Recruitment,2025-06-17T05:27:20Z,Central and Western District,,Our insurer client is seeking for a data talent to join their team. 
85226004,Deputy/ Credit Risk Manager (Portfolio Management),Bank of China (Hong Kong),2025-06-27T06:37:11Z,Hong Kong SAR,,Bank of China (Hong Kong) is committed to building a challenging and rewarding work place for employees.
84783570,"Tencent Cloud Solution Architect Intern (Intern in Shenzhen, HK Return Offer)",Tencent,2025-06-09T07:53:21Z,"Tsim Sha Tsui, Yau Tsim Mong District",,Take the Next Step in Your Career With Tencent!
84984284,Data Specialist,PCCW Solutions,2025-06-17T10:36:56Z,"Causeway Bay, Wan Chai District",,"For analyzing business processes, identifying areas for improvement, and developing strategies to enhance efficiency and productivity. "
85264416,"Assistant / Deputy Manager, Sales Management, Global Sales Department",Orient Overseas Container Line,2025-06-30T07:04:49Z,"Wan Chai, Wan Chai District",,"Coordinate and implement the Company’s corporate strategies, especially on customer portfolio and sales areas."
84799690,Wealth Management Trainee & Intern 暑期實習/財富顧問/財富策劃顧問/財富管理培訓生/實習生/Internship/...,AIA,2025-06-10T01:49:14Z,"Causeway Bay, Wan Chai District","$20,000 – $30,000 per month","
Full time Job Description: 

 - Assess clients’ financial situations by conducting financial needs analysis
 - Analyse and provide total..."
84808141,Marketing Specialist,,2025-06-10T05:34:40Z,"Tai Kok Tsui, Yau Tsim Mong District",,"Join our team as a Marketing Assistant to support campaigns, influencer collaborations, and social media management."
84802289,Junior Financial Consultant(Welcome Fresh-Grad/IANG),Manulife,2025-06-10T02:53:18Z,"Kwun Tong, Kwun Tong District",,"Requirements:
Recent Graduate and IANG also considered.  
Interested in wealth management and financial planning.

we...."
85104915,"Business Consultant, Full Time/Intern",AIA,2025-06-23T08:23:49Z,"Causeway Bay, Wan Chai District","$30,000 – $45,000 per month","If you believe in inspiring a better future, we'd love to hear from you."
85194062,"Senior Associate, Data/Business Analyst, Customer Proposition Analytics",DBS Bank,2025-06-26T06:20:22Z,Central and Western District,,At least 2 years of experience in dashboard development and/or data engineering.
85102801,"Database Administrator (40K-55K, Bonus, Sizable Company)",Headsearch21,2025-06-23T07:14:47Z,Hong Kong SAR,"$40,000 – $55,000 per month","Supervise all kinds of system and database administration 
Exp in MS SQL, mySQL, DB2, Server database administration
5 days work, sizable company "
84979332,Digital Marketing Executive | Agency BG Welcome,Vita Green,2025-06-17T07:18:41Z,"Tsim Sha Tsui, Yau Tsim Mong District",,"You'll be enhancing our capability of digital performance in all digital marketing channels, and social media platforms."
84889965,Intern (Sales),OSIM,2025-06-13T02:15:37Z,Kowloon,,"At OSIM, we are not just a retailer; we are a family dedicated to achieving success together. "
85223383,Fintech Business & Data Analyst - Top Financial Firm,SP Consulting,2025-06-27T05:19:51Z,Central and Western District,,Minimum 2 years’ experience as Business Analyst
84889206,Intern (Sales),OSIM,2025-06-13T01:54:25Z,Kowloon,,"At OSIM, we are not just a retailer; we are a family dedicated to achieving success together. "
85203650,Private Assets Business Analyst,JNL Consulting Limited,2025-06-26T10:03:56Z,Hong Kong Island,,"This role will focus on the migration of their Private Assets reporting platform, with a critical emphasis on data integrity and end-user reporting."
85362132,Data Engineer - Large Financial Institution,Robert Walters,2025-07-02T03:42:34Z,Central and Western District,$40k - $70k p.a.,Seeking a hands-on data engineer with strong background in building data solutions & data analytics platform
85359222,Assistant Manager - Data Centre & Network Implementation,China Mobile Hong Kong,2025-07-02T02:35:53Z,"Kwai Hing, Kwai Tsing District",,Data Centre & Network Implementation
84982790,Technical Analyst (Cloud Native Development),Orient Overseas Container Line,2025-06-17T09:29:13Z,"Science Park, Tai Po District",,Develop web applications using Java / Spring Boot
85083339,Strategist / Data Analyst (Contract 6 months),JLL,2025-06-22T09:23:58Z,"Quarry Bay, Eastern District",,full-time
85369029,Digital Portfolio Manager,Swire Coca-Cola,2025-07-02T06:36:23Z,"Quarry Bay, Eastern District",,Drive tangible impact through optimized resource utilization and value realization; and implement governance frameworks that ensure long-term success.
85028451,"Contract System Analyst (Credit Products , Bank)",Global Talent Services Limited,2025-06-19T03:46:46Z,"Quarry Bay, Eastern District","$40,000 – $50,000 per month","Mainframe platform utilizing COBOL, JCL, CICS, VSAM; Loans/Credit business and related operation process; CardLink System."
84652692,"Associate Specialist, Sales System Development",Hong Kong Disneyland Resort,2025-06-03T03:49:31Z,"Lantau Island, Islands District",,"The Asso. Specialist, Sales System Development will be supporting the Sales & DM organization in terms of systems and technology tools."
84708195,Analyst / Senior Analyst - Information Technology Risk Advisory,Baker Tilly,2025-06-05T01:27:14Z,"Quarry Bay, Eastern District",,Analyst / Senior Analyst - Information Technology Risk Advisory 
85158347,*Client Reference Data Specialist,PFCC Group Limited,2025-06-25T04:00:05Z,Hong Kong Island,,strong Excel skills
84947472,"Financial Consultant, Full Time/Intern",AIA,2025-06-16T07:27:07Z,"Causeway Bay, Wan Chai District","$30,000 – $45,000 per month","If you believe in inspiring a better future, we'd love to hear from you."
84933774,Financial Analyst,Ev Cargo,2025-06-16T01:28:17Z,Hong Kong SAR,,"Key Responsibilities
Consolidate and analyze financial data (budgets, income statement forecasts etc) taking into account company’s goals and..."
85310914,Senior Betting Systems Implementation Officer (UAT Tester),Smarthire by SEEK,2025-07-01T14:42:37Z,"Fo Tan, Sha Tin District",,"Our client ""The Hong Kong Jockey Club"" is seeking a Senior Betting Systems Implementation Officer to join their team!"
84748745,"Data Analytics, Senior Officer / AM - FS",Omni Group Asia Limited,2025-06-06T06:57:19Z,Hong Kong Island,"$33,000 – $48,000 per month",Our client is one of the most customer centric yet innovative insurer in HK. They are looking for an experienced Data Analyst to join their team
84750745,LLM Engineer – Smart Manufacturing (Full-Time),,2025-06-06T08:00:12Z,"Science Park, Tai Po District",,LLM Engineer will spearhead the development and integration of LLM within Laservall’s product line.
85182492,Data Solution Architect,Hutchison Telecommunications,2025-06-26T01:42:16Z,"Tsing Yi, Kwai Tsing District",,It is a key managerial role to drive business goal with the expertise of data architecture.
84281661,Manpower Planning Analyst (Data Analysis),Cathay Pacific Catering Services,2025-06-09T08:38:29Z,"Airport Area, Islands District",,-
85121472,Securities Trade Data Modeling Business Analyst - Leading Investment Bank,Pinpoint Asia Limited,2025-06-24T02:06:17Z,"Admiralty, Central and Western District","$50,000 – $75,000 per month","If you pride yourself on bridging the gap between technical IT teams and business stakeholders, this role is made for you."
84803823,"Senior Officer, Personal Loan (Product Development)",Smarthire by SEEK,2025-07-02T07:58:48Z,"Wan Chai, Wan Chai District",,Our client PrimeCredit Ltd is seeking a Product Officer to join their team!
85295928,Business Analyst (B2B Sales market),Pathsight Limited,2025-07-01T03:58:16Z,New Territories,,Analyze sales productivity and product/customer profitability
85022889,Wealth Management Trainee & Intern 暑期實習/財富顧問/財富策劃顧問/財富管理培訓生/實習生/Internship/...,AIA,2025-06-19T01:16:45Z,"Causeway Bay, Wan Chai District","$20,000 – $30,000 per month","
Full time Job Description: 

 - Assess clients’ financial situations by conducting financial needs analysis
 - Analyse and provide total..."
85055897,Mobile App Executive (UM20250501),DB Media,2025-06-20T04:06:41Z,"Tsim Sha Tsui, Yau Tsim Mong District",," Lead the strategy, growth, and performance of mobile trading application."
85229133,AI Intern,Adsale Exhibition Services Ltd,2025-06-27T08:35:27Z,"North Point, Eastern District",,Contribute ideas for improving the workflows and project results by  applying AI solutions
85252499,Financial Consultant (Full time /Intern),AXA,2025-06-30T01:51:54Z,"Tsim Sha Tsui, Yau Tsim Mong District","$20,000 – $30,000 per month","Grow your financial planning career with comprehensive training, mentorship and excellent benefits at AXA."
84898152,"Postdoctoral Researcher, Deep Learning & Structural Bioinformatics",Hong Kong Productivity Council,2025-06-13T05:38:27Z,"Kowloon Tong, Kowloon City District",,Lead the design and optimization of advanced deep learning models 
